"","modgene","modtype","modchr","modstart","modend","modfeature"
"1806","PA5477","1","NC_002516.2",6168071,6168072,"inside"
"1807","PA5484","1","NC_002516.2",6175245,6175246,"inside"
"1808","PA5486","1","NC_002516.2",6177890,6177891,"inside"
"1809","PA5486","1","NC_002516.2",6178425,6178426,"upstream"
"1810","PA5502","1","NC_002516.2",6194008,6194009,"upstream"
"1811","PA5504","1","NC_002516.2",6195920,6195921,"upstream"
"1812","PA5504","1","NC_002516.2",6196583,6196584,"inside"
"1813","PA5525","1","NC_002516.2",6217750,6217751,"upstream"
"1814","PA5529","1","NC_002516.2",6221898,6221899,"inside"
"1815","PA5529","1","NC_002516.2",6221928,6221929,"inside"
"1816","PA5530","1","NC_002516.2",6224323,6224324,"inside"
"1817","PA5533","1","NC_002516.2",6226914,6226915,"upstream"
"1818","PA5533","1","NC_002516.2",6227008,6227009,"upstream"
"1819","PA5535","1","NC_002516.2",6228932,6228933,"inside"
"1820","PA5542","1","NC_002516.2",6234794,6234795,"inside"
"1821","PA5544","1","NC_002516.2",6237913,6237914,"inside"
"1822","PA5544","1","NC_002516.2",6238532,6238533,"upstream"
"1823","PA5544","1","NC_002516.2",6238652,6238653,"upstream"
"1824","PA5544","1","NC_002516.2",6238653,6238654,"upstream"
"1825","PA5545","1","NC_002516.2",6239777,6239778,"upstream"
"1826","PA5546","1","NC_002516.2",6240424,6240425,"inside"
"1827","PA5547","1","NC_002516.2",6241335,6241336,"inside"
"1828","PA5549","1","NC_002516.2",6245201,6245202,"upstream"
"1829","PA5552","1","NC_002516.2",6247094,6247095,"inside"
"1830","PA5554","1","NC_002516.2",6249260,6249261,"inside"
"1831","PA5554","1","NC_002516.2",6250097,6250098,"upstream"
"1832","PA5555","1","NC_002516.2",6251100,6251101,"upstream"
"1833","PA5562","1","NC_002516.2",6256109,6256110,"upstream"
"1834","PA5564","1","NC_002516.2",6257393,6257394,"upstream"
"1835","PA5564","1","NC_002516.2",6258150,6258151,"upstream"
"1836","PA5565","1","NC_002516.2",6258436,6258437,"inside"
"1837","PA5567","1","NC_002516.2",6262359,6262360,"upstream"
"1838","PA0004","1","NC_002516.2",4569,4570,"inside"
"1839","PA0004","1","NC_002516.2",5597,5598,"inside"
"1840","PA0004","1","NC_002516.2",5637,5638,"inside"
"1841","PA0016","1","NC_002516.2",18443,18444,"inside"
"1842","PA0018","1","NC_002516.2",20914,20915,"inside"
"1843","PA0021","1","NC_002516.2",22573,22574,"upstream"
"1844","PA0023","1","NC_002516.2",25030,25031,"inside"
"1845","PA0028","1","NC_002516.2",29677,29678,"upstream"
"1846","PA0030","1","NC_002516.2",33042,33043,"upstream"
"1847","PA0036","1","NC_002516.2",38508,38509,"inside"
"1848","PA0037","1","NC_002516.2",39614,39615,"inside"
"1849","PA0038","1","NC_002516.2",40226,40227,"inside"
"1850","PA0041","1","NC_002516.2",43691,43692,"inside"
"1851","PA0043","1","NC_002516.2",58185,58186,"inside"
"1852","PA0069","1","NC_002516.2",81409,81410,"inside"
"1853","PA0069","1","NC_002516.2",81818,81819,"inside"
"1854","PA0070","1","NC_002516.2",82458,82459,"inside"
"1855","PA0070","1","NC_002516.2",83917,83918,"upstream"
"1856","PA0072","1","NC_002516.2",86090,86091,"inside"
"1857","PA0076","1","NC_002516.2",92745,92746,"upstream"
"1858","PA0077","1","NC_002516.2",94560,94561,"inside"
"1859","PA0082","1","NC_002516.2",99945,99946,"upstream"
"1860","PA0082","1","NC_002516.2",100056,100057,"upstream"
"1861","PA0084","1","NC_002516.2",101942,101943,"inside"
"1862","PA0085","1","NC_002516.2",102693,102694,"upstream"
"1863","PA0085","1","NC_002516.2",103383,103384,"inside"
"1864","PA0086","1","NC_002516.2",104329,104330,"inside"
"1865","PA0087","1","NC_002516.2",104606,104607,"upstream"
"1866","PA0089","1","NC_002516.2",106916,106917,"upstream"
"1867","PA0090","1","NC_002516.2",108151,108152,"upstream"
"1868","PA0092","1","NC_002516.2",112686,112687,"downstream"
"1869","PA0096","1","NC_002516.2",117378,117379,"upstream"
"1870","PA0101","1","NC_002516.2",121921,121922,"upstream"
"1871","PA0103","1","NC_002516.2",125724,125725,"inside"
"1872","PA0106","1","NC_002516.2",129123,129124,"inside"
"1873","PA0108","1","NC_002516.2",130833,130834,"inside"
"1874","PA0113","1","NC_002516.2",133966,133967,"upstream"
"1875","PA0117","1","NC_002516.2",137512,137513,"inside"
"1876","PA0119","1","NC_002516.2",138908,138909,"inside"
"1877","PA0120","1","NC_002516.2",139816,139817,"upstream"
"1878","PA0120","1","NC_002516.2",139993,139994,"upstream"
"1879","PA0121","1","NC_002516.2",141153,141154,"inside"
"1880","PA0128","1","NC_002516.2",146040,146041,"downstream"
"1881","PA0130","1","NC_002516.2",148629,148630,"inside"
"1882","PA0132","1","NC_002516.2",150341,150342,"inside"
"1883","PA0137","1","NC_002516.2",155806,155807,"upstream"
"1884","PA0140","1","NC_002516.2",158594,158595,"upstream"
"1885","PA0140","1","NC_002516.2",158598,158599,"upstream"
"1886","PA0140","1","NC_002516.2",159044,159045,"inside"
"1887","PA0140","1","NC_002516.2",159237,159238,"inside"
"1888","PA0142","1","NC_002516.2",162535,162536,"inside"
"1889","PA0143","1","NC_002516.2",164055,164056,"inside"
"1890","PA0146","1","NC_002516.2",166093,166094,"inside"
"1891","PA0147","1","NC_002516.2",167632,167633,"inside"
"1892","PA0148","1","NC_002516.2",168187,168188,"upstream"
"1893","PA0151","1","NC_002516.2",171506,171507,"inside"
"1894","PA0154","1","NC_002516.2",175765,175766,"inside"
"1895","PA0159","1","NC_002516.2",181547,181548,"upstream"
"1896","PA0159","1","NC_002516.2",182210,182211,"upstream"
"1897","PA0168","1","NC_002516.2",192174,192175,"upstream"
"1898","PA0168","1","NC_002516.2",192258,192259,"upstream"
"1899","PA0170","1","NC_002516.2",194042,194043,"inside"
"1900","PA0171","1","NC_002516.2",195330,195331,"upstream"
"1901","PA0172","1","NC_002516.2",196123,196124,"inside"
"1902","PA0175","1","NC_002516.2",199933,199934,"upstream"
"1903","PA0177","1","NC_002516.2",202558,202559,"upstream"
"1904","PA0177","1","NC_002516.2",202592,202593,"upstream"
"1905","PA0178","1","NC_002516.2",203281,203282,"inside"
"1906","PA0182","1","NC_002516.2",207412,207413,"inside"
"1907","PA0191","1","NC_002516.2",218130,218131,"inside"
"1908","PA0195.1","1","NC_002516.2",225439,225440,"inside"
"1909","PA0197","1","NC_002516.2",227544,227545,"inside"
"1910","PA0199","1","NC_002516.2",229057,229058,"inside"
"1911","PA0200","1","NC_002516.2",229391,229392,"downstream"
"1912","PA0203","1","NC_002516.2",233174,233175,"upstream"
"1913","PA0204","1","NC_002516.2",233974,233975,"upstream"
"1914","PA0208","1","NC_002516.2",237234,237235,"inside"
"1915","PA0210","1","NC_002516.2",239529,239530,"upstream"
"1916","PA0213","1","NC_002516.2",241817,241818,"inside"
"1917","PA0214","1","NC_002516.2",242434,242435,"upstream"
"1918","PA0214","1","NC_002516.2",242637,242638,"inside"
"1919","PA0219","1","NC_002516.2",247324,247325,"inside"
"1920","PA0221","1","NC_002516.2",250020,250021,"upstream"
"1921","PA0226","1","NC_002516.2",255901,255902,"inside"
"1922","PA0230","1","NC_002516.2",260039,260040,"inside"
"1923","PA0230","1","NC_002516.2",260187,260188,"inside"
"1924","PA0234","1","NC_002516.2",263731,263732,"inside"
"1925","PA0235","1","NC_002516.2",266077,266078,"inside"
"1926","PA0237","1","NC_002516.2",268156,268157,"inside"
"1927","PA0241","1","NC_002516.2",272675,272676,"inside"
"1928","PA0255","1","NC_002516.2",287240,287241,"upstream"
"1929","PA0257","1","NC_002516.2",289233,289234,"upstream"
"1930","PA0266","1","NC_002516.2",301293,301294,"inside"
"1931","PA0266","1","NC_002516.2",301416,301417,"inside"
"1932","PA0269","1","NC_002516.2",305836,305837,"inside"
"1933","PA0272","1","NC_002516.2",308058,308059,"upstream"
"1934","PA0284","1","NC_002516.2",318987,318988,"upstream"
"1935","PA0285","1","NC_002516.2",319846,319847,"inside"
"1936","PA0285","1","NC_002516.2",319902,319903,"inside"
"1937","PA0287","1","NC_002516.2",322068,322069,"upstream"
"1938","PA0287","1","NC_002516.2",322202,322203,"inside"
"1939","PA0287","1","NC_002516.2",322658,322659,"inside"
"1940","PA0287","1","NC_002516.2",322727,322728,"inside"
"1941","PA0288","1","NC_002516.2",323999,324000,"inside"
"1942","PA0299","1","NC_002516.2",337275,337276,"inside"
"1943","PA0300","1","NC_002516.2",338602,338603,"inside"
"1944","PA0302","1","NC_002516.2",340865,340866,"upstream"
"1945","PA0304","1","NC_002516.2",343017,343018,"upstream"
"1946","PA0304","1","NC_002516.2",343663,343664,"inside"
"1947","PA0306a","1","NC_002516.2",347994,347995,"inside"
"1948","PA0311","1","NC_002516.2",351847,351848,"inside"
"1949","PA0313","1","NC_002516.2",353419,353420,"inside"
"1950","PA0315","1","NC_002516.2",355404,355405,"downstream"
"1951","PA0321","1","NC_002516.2",360866,360867,"inside"
"1952","PA0321","1","NC_002516.2",361572,361573,"upstream"
"1953","PA0321","1","NC_002516.2",361796,361797,"upstream"
"1954","PA0321","1","NC_002516.2",361821,361822,"upstream"
"1955","PA0322","1","NC_002516.2",362396,362397,"inside"
"1956","PA0325","1","NC_002516.2",366312,366313,"upstream"
"1957","PA0331","1","NC_002516.2",372373,372374,"inside"
"1958","PA0337","1","NC_002516.2",379074,379075,"inside"
"1959","PA0338","1","NC_002516.2",380230,380231,"upstream"
"1960","PA0341","1","NC_002516.2",383997,383998,"inside"
"1961","PA0343","1","NC_002516.2",386232,386233,"inside"
"1962","PA0351","1","NC_002516.2",395009,395010,"upstream"
"1963","PA0363","1","NC_002516.2",406994,406995,"inside"
"1964","PA0370","1","NC_002516.2",415084,415085,"upstream"
"1965","PA0374","1","NC_002516.2",418289,418290,"upstream"
"1966","PA0376","1","NC_002516.2",420291,420292,"upstream"
"1967","PA0376","1","NC_002516.2",421061,421062,"inside"
"1968","PA0382","1","NC_002516.2",424819,424820,"inside"
"1969","PA0385","1","NC_002516.2",427314,427315,"inside"
"1970","PA0391","1","NC_002516.2",433617,433618,"inside"
"1971","PA0392","1","NC_002516.2",434499,434500,"inside"
"1972","PA0395","1","NC_002516.2",437062,437063,"inside"
"1973","PA0400","1","NC_002516.2",442094,442095,"inside"
"1974","PA0412","1","NC_002516.2",452800,452801,"upstream"
"1975","PA0413","1","NC_002516.2",455767,455768,"inside"
"1976","PA0413","1","NC_002516.2",456169,456170,"inside"
"1977","PA0414","1","NC_002516.2",460456,460457,"upstream"
"1978","PA0416","1","NC_002516.2",463075,463076,"upstream"
"1979","PA0419","1","NC_002516.2",466851,466852,"upstream"
"1980","PA0420","1","NC_002516.2",467583,467584,"inside"
"1981","PA0422","1","NC_002516.2",469786,469787,"upstream"
"1982","PA0429","1","NC_002516.2",481091,481092,"inside"
"1983","PA0431","1","NC_002516.2",483369,483370,"upstream"
"1984","PA0437","1","NC_002516.2",490792,490793,"upstream"
"1985","PA0439","1","NC_002516.2",492725,492726,"inside"
"1986","PA0441","1","NC_002516.2",495996,495997,"inside"
"1987","PA0444","1","NC_002516.2",499350,499351,"inside"
"1988","PA0445","1","NC_002516.2",501820,501821,"upstream"
"1989","PA0447","1","NC_002516.2",503364,503365,"inside"
"1990","PA0449","1","NC_002516.2",505076,505077,"inside"
"1991","PA0449","1","NC_002516.2",505095,505096,"inside"
"1992","PA0449","1","NC_002516.2",505350,505351,"inside"
"1993","PA0450","1","NC_002516.2",506188,506189,"inside"
"1994","PA0450","1","NC_002516.2",506697,506698,"inside"
"1995","PA0450","1","NC_002516.2",506826,506827,"inside"
"1996","PA0451a","1","NC_002516.2",511310,511311,"downstream"
"1997","PA0458","1","NC_002516.2",517073,517074,"inside"
"1998","PA0460","1","NC_002516.2",519646,519647,"upstream"
"1999","PA0461","1","NC_002516.2",521766,521767,"inside"
"2000","PA0463","1","NC_002516.2",523410,523411,"inside"
"2001","PA0464","1","NC_002516.2",523970,523971,"inside"
"2002","PA0470","1","NC_002516.2",531256,531257,"inside"
"2003","PA0475","1","NC_002516.2",535722,535723,"inside"
"2004","PA0475","1","NC_002516.2",536439,536440,"downstream"
"2005","PA0481","1","NC_002516.2",541462,541463,"upstream"
"2006","PA0491","1","NC_002516.2",551681,551682,"inside"
"2007","PA0498","1","NC_002516.2",558251,558252,"inside"
"2008","PA0499","1","NC_002516.2",558738,558739,"inside"
"2009","PA0499","1","NC_002516.2",558965,558966,"inside"
"2010","PA0519","1","NC_002516.2",579504,579505,"inside"
"2011","PA0519","1","NC_002516.2",579534,579535,"inside"
"2012","PA0521","1","NC_002516.2",581072,581073,"upstream"
"2013","PA0524","1","NC_002516.2",582536,582537,"inside"
"2014","PA0524","1","NC_002516.2",582979,582980,"inside"
"2015","PA0524","1","NC_002516.2",583148,583149,"inside"
"2016","PA0544","1","NC_002516.2",601974,601975,"inside"
"2017","PA0548","1","NC_002516.2",606805,606806,"inside"
"2018","PA0549","1","NC_002516.2",607455,607456,"upstream"
"2019","PA0561","1","NC_002516.2",618218,618219,"inside"
"2020","PA0562","1","NC_002516.2",619452,619453,"inside"
"2021","PA0562","1","NC_002516.2",619845,619846,"inside"
"2022","PA0562","1","NC_002516.2",620219,620220,"upstream"
"2023","PA0577","1","NC_002516.2",637498,637499,"inside"
"2024","PA0577","1","NC_002516.2",637847,637848,"inside"
"2025","PA0580","1","NC_002516.2",640062,640063,"inside"
"2026","PA0581","1","NC_002516.2",640490,640491,"inside"
"2027","PA0584","1","NC_002516.2",642535,642536,"inside"
"2028","PA0585","1","NC_002516.2",644042,644043,"upstream"
"2029","PA0595","1","NC_002516.2",655358,655359,"inside"
"2030","PA0601","1","NC_002516.2",663108,663109,"inside"
"2031","PA0602","1","NC_002516.2",663138,663139,"upstream"
"2032","PA0602","1","NC_002516.2",663737,663738,"inside"
"2033","PA0603","1","NC_002516.2",665014,665015,"inside"
"2034","PA0604","1","NC_002516.2",665634,665635,"upstream"
"2035","PA0606","1","NC_002516.2",668932,668933,"inside"
"2036","PA0607","1","NC_002516.2",669195,669196,"upstream"
"2037","PA0609","1","NC_002516.2",670824,670825,"upstream"
"2038","PA0610","1","NC_002516.2",673242,673243,"upstream"
"2039","PA0612","1","NC_002516.2",674425,674426,"inside"
"2040","PA0615","1","NC_002516.2",675854,675855,"upstream"
"2041","PA0620","1","NC_002516.2",678615,678616,"upstream"
"2042","PA0620","1","NC_002516.2",678956,678957,"inside"
"2043","PA0623","1","NC_002516.2",682078,682079,"upstream"
"2044","PA0624","1","NC_002516.2",683002,683003,"upstream"
"2045","PA0624","1","NC_002516.2",683029,683030,"upstream"
"2046","PA0628","1","NC_002516.2",687070,687071,"inside"
"2047","PA0628","1","NC_002516.2",687377,687378,"inside"
"2048","PA0636","1","NC_002516.2",691546,691547,"inside"
"2049","PA0637","1","NC_002516.2",692058,692059,"upstream"
"2050","PA0648","1","NC_002516.2",703116,703117,"downstream"
"2051","PA0650","1","NC_002516.2",703785,703786,"upstream"
"2052","PA0652","1","NC_002516.2",705975,705976,"downstream"
"2053","PA0654","1","NC_002516.2",707922,707923,"inside"
"2054","PA0663","1","NC_002516.2",715681,715682,"upstream"
"2055","PA0664","1","NC_002516.2",716790,716791,"inside"
"2056","PA0668.4","1","NC_002516.2",724020,724021,"upstream"
"2057","PA0668.5","1","NC_002516.2",728220,728221,"downstream"
"2058","PA0669","1","NC_002516.2",729165,729166,"inside"
"2059","PA0669","1","NC_002516.2",729326,729327,"inside"
"2060","PA0678","1","NC_002516.2",737571,737572,"upstream"
"2061","PA0686","1","NC_002516.2",743398,743399,"upstream"
"2062","PA0687","1","NC_002516.2",745295,745296,"upstream"
"2063","PA0688","1","NC_002516.2",747944,747945,"inside"
"2064","PA0690","1","NC_002516.2",754319,754320,"inside"
"2065","PA0690","1","NC_002516.2",754792,754793,"inside"
"2066","PA0693","1","NC_002516.2",765332,765333,"inside"
"2067","PA0694","1","NC_002516.2",767361,767362,"inside"
"2068","PA0702","1","NC_002516.2",775551,775552,"upstream"
"2069","PA0712","1","NC_002516.2",783735,783736,"inside"
"2070","PA0735","1","NC_002516.2",803123,803124,"upstream"
"2071","PA0740","1","NC_002516.2",807563,807564,"inside"
"2072","PA0741","1","NC_002516.2",808605,808606,"downstream"
"2073","PA0752","1","NC_002516.2",821320,821321,"inside"
"2074","PA0754","1","NC_002516.2",822380,822381,"inside"
"2075","PA0755","1","NC_002516.2",824272,824273,"upstream"
"2076","PA0756","1","NC_002516.2",824562,824563,"inside"
"2077","PA0757","1","NC_002516.2",825674,825675,"inside"
"2078","PA0758","1","NC_002516.2",826691,826692,"inside"
"2079","PA0758","1","NC_002516.2",826973,826974,"inside"
"2080","PA0761","1","NC_002516.2",829966,829967,"inside"
"2081","PA0767","1","NC_002516.2",835182,835183,"upstream"
"2082","PA0768","1","NC_002516.2",836681,836682,"upstream"
"2083","PA0768","1","NC_002516.2",836888,836889,"upstream"
"2084","PA0771","1","NC_002516.2",839710,839711,"inside"
"2085","PA0779","1","NC_002516.2",847125,847126,"inside"
"2086","PA0783","1","NC_002516.2",854002,854003,"upstream"
"2087","PA0783","1","NC_002516.2",856101,856102,"inside"
"2088","PA0788","1","NC_002516.2",862713,862714,"inside"
"2089","PA0789","1","NC_002516.2",864587,864588,"inside"
"2090","PA0790","1","NC_002516.2",865727,865728,"inside"
"2091","PA0792","1","NC_002516.2",869016,869017,"upstream"
"2092","PA0792","1","NC_002516.2",869288,869289,"upstream"
"2093","PA0793","1","NC_002516.2",870460,870461,"upstream"
"2094","PA0794","1","NC_002516.2",872975,872976,"upstream"
"2095","PA0796","1","NC_002516.2",874866,874867,"inside"
"2096","PA0798","1","NC_002516.2",876175,876176,"inside"
"2097","PA0799","1","NC_002516.2",878379,878380,"inside"
"2098","PA0801","1","NC_002516.2",880160,880161,"inside"
"2099","PA0802","1","NC_002516.2",881269,881270,"inside"
"2100","PA0808","1","NC_002516.2",885521,885522,"upstream"
"2101","PA0809","1","NC_002516.2",886649,886650,"inside"
"2102","PA0809","1","NC_002516.2",886817,886818,"inside"
"2103","PA0810","1","NC_002516.2",888805,888806,"upstream"
"2104","PA0823","1","NC_002516.2",899205,899206,"upstream"
"2105","PA0830","1","NC_002516.2",905545,905546,"inside"
"2106","PA0832","1","NC_002516.2",906482,906483,"upstream"
"2107","PA0832","1","NC_002516.2",906749,906750,"upstream"
"2108","PA0844","1","NC_002516.2",921856,921857,"upstream"
"2109","PA0845","1","NC_002516.2",924266,924267,"upstream"
"2110","PA0846","1","NC_002516.2",925802,925803,"upstream"
"2111","PA0852","1","NC_002516.2",931250,931251,"inside"
"2112","PA0852","1","NC_002516.2",931328,931329,"inside"
"2113","PA0860","1","NC_002516.2",938725,938726,"inside"
"2114","PA0860","1","NC_002516.2",938968,938969,"inside"
"2115","PA0870","1","NC_002516.2",951770,951771,"inside"
"2116","PA0879","1","NC_002516.2",961931,961932,"inside"
"2117","PA0882","1","NC_002516.2",963855,963856,"upstream"
"2118","PA0886","1","NC_002516.2",968207,968208,"inside"
"2119","PA0886","1","NC_002516.2",968778,968779,"inside"
"2120","PA0891","1","NC_002516.2",974821,974822,"inside"
"2121","PA0898","1","NC_002516.2",981032,981033,"upstream"
"2122","PA0898","1","NC_002516.2",981136,981137,"upstream"
"2123","PA0899","1","NC_002516.2",982471,982472,"upstream"
"2124","PA0899","1","NC_002516.2",982867,982868,"upstream"
"2125","PA0901","1","NC_002516.2",984599,984600,"inside"
"2126","PA0901","1","NC_002516.2",984774,984775,"inside"
"2127","PA0904","1","NC_002516.2",990235,990236,"inside"
"2128","PA0915","1","NC_002516.2",998597,998598,"upstream"
"2129","PA0918","1","NC_002516.2",1002437,1002438,"inside"
"2130","PA0924","1","NC_002516.2",1010131,1010132,"inside"
"2131","PA0927","1","NC_002516.2",1013447,1013448,"upstream"
"2132","PA0935","1","NC_002516.2",1024865,1024866,"upstream"
"2133","PA0935","1","NC_002516.2",1026301,1026302,"downstream"
"2134","PA0938","1","NC_002516.2",1027931,1027932,"upstream"
"2135","PA0952","1","NC_002516.2",1039597,1039598,"inside"
"2136","PA0970","1","NC_002516.2",1054427,1054428,"upstream"
"2137","PA0978","1","NC_002516.2",1062082,1062083,"upstream"
"2138","PA0981","1","NC_002516.2",1063766,1063767,"downstream"
"2139","PA0982","1","NC_002516.2",1064551,1064552,"downstream"
"2140","PA0982","1","NC_002516.2",1064780,1064781,"inside"
"2141","PA0995","1","NC_002516.2",1077307,1077308,"downstream"
"2142","PA1004","1","NC_002516.2",1088124,1088125,"inside"
"2143","PA1005","1","NC_002516.2",1090207,1090208,"inside"
"2144","PA1013","1","NC_002516.2",1096117,1096118,"inside"
"2145","PA1019","1","NC_002516.2",1104078,1104079,"inside"
"2146","PA1019","1","NC_002516.2",1104360,1104361,"inside"
"2147","PA1019a","1","NC_002516.2",1104913,1104914,"upstream"
"2148","PA1020","1","NC_002516.2",1105693,1105694,"upstream"
"2149","PA1021","1","NC_002516.2",1107300,1107301,"inside"
"2150","PA1026","1","NC_002516.2",1112158,1112159,"downstream"
"2151","PA1028","1","NC_002516.2",1114545,1114546,"upstream"
"2152","PA1032","1","NC_002516.2",1121072,1121073,"inside"
"2153","PA1032","1","NC_002516.2",1121207,1121208,"inside"
"2154","PA1036","1","NC_002516.2",1124378,1124379,"inside"
"2155","PA1037","1","NC_002516.2",1125352,1125353,"inside"
"2156","PA1044","1","NC_002516.2",1129115,1129116,"inside"
"2157","PA1046","1","NC_002516.2",1132333,1132334,"inside"
"2158","PA1047","1","NC_002516.2",1134570,1134571,"inside"
"2159","PA1051","1","NC_002516.2",1138613,1138614,"inside"
"2160","PA1054","1","NC_002516.2",1141676,1141677,"upstream"
"2161","PA1055","1","NC_002516.2",1143960,1143961,"upstream"
"2162","PA1055","1","NC_002516.2",1144329,1144330,"upstream"
"2163","PA1057","1","NC_002516.2",1145965,1145966,"upstream"
"2164","PA1061","1","NC_002516.2",1149392,1149393,"inside"
"2165","PA1067","1","NC_002516.2",1152630,1152631,"inside"
"2166","PA1072","1","NC_002516.2",1161110,1161111,"upstream"
"2167","PA1074","1","NC_002516.2",1162744,1162745,"inside"
"2168","PA1080","1","NC_002516.2",1166572,1166573,"inside"
"2169","PA1082","1","NC_002516.2",1167980,1167981,"upstream"
"2170","PA1084","1","NC_002516.2",1169540,1169541,"upstream"
"2171","PA1086","1","NC_002516.2",1173138,1173139,"inside"
"2172","PA1090","1","NC_002516.2",1177099,1177100,"inside"
"2173","PA1091","1","NC_002516.2",1178612,1178613,"inside"
"2174","PA1092","1","NC_002516.2",1182254,1182255,"upstream"
"2175","PA1096","1","NC_002516.2",1187109,1187110,"inside"
"2176","PA1097","1","NC_002516.2",1187620,1187621,"inside"
"2177","PA1103","1","NC_002516.2",1194885,1194886,"upstream"
"2178","PA1108","1","NC_002516.2",1200631,1200632,"inside"
"2179","PA1110","1","NC_002516.2",1202800,1202801,"inside"
"2180","PA1125","1","NC_002516.2",1217646,1217647,"upstream"
"2181","PA1126","1","NC_002516.2",1219656,1219657,"upstream"
"2182","PA1141","1","NC_002516.2",1233387,1233388,"upstream"
"2183","PA1143","1","NC_002516.2",1235326,1235327,"upstream"
"2184","PA1146","1","NC_002516.2",1239377,1239378,"upstream"
"2185","PA1148","1","NC_002516.2",1242468,1242469,"inside"
"2186","PA1154","1","NC_002516.2",1250181,1250182,"upstream"
"2187","PA1155","1","NC_002516.2",1251743,1251744,"upstream"
"2188","PA1155","1","NC_002516.2",1252480,1252481,"upstream"
"2189","PA1162","1","NC_002516.2",1260086,1260087,"inside"
"2190","PA1169","1","NC_002516.2",1268204,1268205,"inside"
"2191","PA1169","1","NC_002516.2",1268427,1268428,"inside"
"2192","PA1170","1","NC_002516.2",1269311,1269312,"downstream"
"2193","PA1170","1","NC_002516.2",1270723,1270724,"upstream"
"2194","PA1172","1","NC_002516.2",1272513,1272514,"inside"
"2195","PA1173","1","NC_002516.2",1273393,1273394,"upstream"
"2196","PA1174","1","NC_002516.2",1275020,1275021,"inside"
"2197","PA1181","1","NC_002516.2",1280403,1280404,"inside"
"2198","PA1182","1","NC_002516.2",1282462,1282463,"downstream"
"2199","PA1182","1","NC_002516.2",1283483,1283484,"inside"
"2200","PA1183","1","NC_002516.2",1285098,1285099,"inside"
"2201","PA1194","1","NC_002516.2",1295348,1295349,"inside"
"2202","PA1194","1","NC_002516.2",1296074,1296075,"inside"
"2203","PA1197","1","NC_002516.2",1298749,1298750,"inside"
"2204","PA1199","1","NC_002516.2",1300492,1300493,"inside"
"2205","PA1208","1","NC_002516.2",1307298,1307299,"upstream"
"2206","PA1209","1","NC_002516.2",1309835,1309836,"inside"
"2207","PA1210","1","NC_002516.2",1311058,1311059,"inside"
"2208","PA1215","1","NC_002516.2",1317155,1317156,"inside"
"2209","PA1217","1","NC_002516.2",1319778,1319779,"upstream"
"2210","PA1221","1","NC_002516.2",1323460,1323461,"inside"
"2211","PA1224","1","NC_002516.2",1327369,1327370,"inside"
"2212","PA1235","1","NC_002516.2",1336302,1336303,"inside"
"2213","PA1235","1","NC_002516.2",1336641,1336642,"downstream"
"2214","PA1247","1","NC_002516.2",1351802,1351803,"upstream"
"2215","PA1249","1","NC_002516.2",1356179,1356180,"inside"
"2216","PA1250","1","NC_002516.2",1358049,1358050,"downstream"
"2217","PA1250","1","NC_002516.2",1358080,1358081,"downstream"
"2218","PA1251","1","NC_002516.2",1358650,1358651,"inside"
"2219","PA1254","1","NC_002516.2",1363502,1363503,"upstream"
"2220","PA1256","1","NC_002516.2",1364976,1364977,"inside"
"2221","PA1256","1","NC_002516.2",1365362,1365363,"upstream"
"2222","PA1257","1","NC_002516.2",1365653,1365654,"inside"
"2223","PA1261","1","NC_002516.2",1370576,1370577,"upstream"
"2224","PA1262","1","NC_002516.2",1371532,1371533,"inside"
"2225","PA1279","1","NC_002516.2",1390002,1390003,"upstream"
"2226","PA1279","1","NC_002516.2",1390067,1390068,"upstream"
"2227","PA1281","1","NC_002516.2",1392163,1392164,"inside"
"2228","PA1282","1","NC_002516.2",1393720,1393721,"inside"
"2229","PA1283","1","NC_002516.2",1394825,1394826,"downstream"
"2230","PA1287","1","NC_002516.2",1398920,1398921,"inside"
"2231","PA1290","1","NC_002516.2",1401655,1401656,"inside"
"2232","PA1293","1","NC_002516.2",1405130,1405131,"inside"
"2233","PA1321","1","NC_002516.2",1432267,1432268,"inside"
"2234","PA1327","1","NC_002516.2",1438096,1438097,"upstream"
"2235","PA1327","1","NC_002516.2",1439060,1439061,"inside"
"2236","PA1327","1","NC_002516.2",1439291,1439292,"inside"
"2237","PA1335","1","NC_002516.2",1448063,1448064,"inside"
"2238","PA1335","1","NC_002516.2",1449314,1449315,"upstream"
"2239","PA1339","1","NC_002516.2",1454064,1454065,"inside"
"2240","PA1353","1","NC_002516.2",1468028,1468029,"upstream"
"2241","PA1369","1","NC_002516.2",1483354,1483355,"inside"
"2242","PA1371","1","NC_002516.2",1486930,1486931,"inside"
"2243","PA1372","1","NC_002516.2",1489041,1489042,"inside"
"2244","PA1372","1","NC_002516.2",1489995,1489996,"upstream"
"2245","PA1379","1","NC_002516.2",1496904,1496905,"inside"
"2246","PA1384","1","NC_002516.2",1502883,1502884,"upstream"
"2247","PA1385","1","NC_002516.2",1505027,1505028,"inside"
"2248","PA1385","1","NC_002516.2",1505046,1505047,"inside"
"2249","PA1390","1","NC_002516.2",1511325,1511326,"inside"
"2250","PA1391","1","NC_002516.2",1511751,1511752,"upstream"
"2251","PA1393","1","NC_002516.2",1515751,1515752,"inside"
"2252","PA1408","1","NC_002516.2",1531796,1531797,"inside"
"2253","PA1408","1","NC_002516.2",1531952,1531953,"inside"
